Gene,log2FC_G1G3_vs_G2G4,pvalue_ttest,direction
ENSG00000132507.18,0.5451275437804347,0.29153812819983055,Up_in_G1G3
ENSG00000132510.11,0.47183252308214074,0.5280518442263908,Up_in_G1G3
ENSG00000132514.15,0.14285714285714285,0.35591768374958205,Up_in_G1G3
ENSG00000132522.16,0.4480377222655196,0.419779349084904,Up_in_G1G3
ENSG00000132530.18,-0.16557597576157457,0.8488607466811001,Up_in_G2G4
ENSG00000132535.23,-0.6619513982527697,0.5010908476673901,Up_in_G2G4
ENSG00000132541.12,-0.1535029677988302,0.8595922112121013,Up_in_G2G4
ENSG00000132549.20,0.36622168108616704,0.7179805163208592,Up_in_G1G3
ENSG00000132554.22,0.14285714285714285,0.3559176837495821,Up_in_G1G3
ENSG00000132561.15,1.2822589070427741,0.11929089634483638,Up_in_G1G3
ENSG00000132563.18,1.2235927946080432,0.09160128864216606,Up_in_G1G3
ENSG00000132570.16,-0.6228058314614294,0.3607196133675752,Up_in_G2G4
ENSG00000132581.11,-0.3231334316987945,0.5164260366610156,Up_in_G2G4
ENSG00000132589.17,0.4218779436671514,0.43864834585414403,Up_in_G1G3
ENSG00000132591.13,0.16883077760307316,0.7744211271763872,Up_in_G1G3
ENSG00000132600.19,-0.4068026934033257,0.652359978783583,Up_in_G2G4
ENSG00000132603.16,0.06818665225305788,0.9028315735588138,Up_in_G1G3
ENSG00000132604.12,0.16382131740820385,0.7748448605433269,Up_in_G1G3
ENSG00000132612.18,0.6117153439671507,0.17098770371516123,Up_in_G1G3
ENSG00000132613.16,1.1164247727028316,0.009385933145148859,Up_in_G1G3
ENSG00000132622.11,-1.596979718778477,0.027670839030693287,Up_in_G2G4
ENSG00000132623.17,0.08584562360817151,0.8740454263454369,Up_in_G1G3
ENSG00000132635.18,0.0737883173263675,0.9358775659478517,Up_in_G1G3
ENSG00000132639.16,0.5636933147794246,0.4632741121254683,Up_in_G1G3
ENSG00000132640.15,-1.0054647680426945,0.33365563081268923,Up_in_G2G4
ENSG00000132646.12,0.3481090926084047,0.3797609191391099,Up_in_G1G3
ENSG00000132661.5,0.2416037899472844,0.5979490416108186,Up_in_G1G3
ENSG00000132664.14,0.12643379340485514,0.9064706376222779,Up_in_G1G3
ENSG00000132669.15,-0.54313349867643,0.3191984091960753,Up_in_G2G4
ENSG00000132670.22,0.7174201853179312,0.25292636115196115,Up_in_G1G3
ENSG00000132676.17,0.31441707723054857,0.40899995681472046,Up_in_G1G3
ENSG00000132680.12,0.192682601595922,0.7581634722431609,Up_in_G1G3
ENSG00000132688.12,0.2923965051218737,0.4280969919857649,Up_in_G1G3
ENSG00000132692.19,0.2264232143887366,0.35591768374958205,Up_in_G1G3
ENSG00000132694.20,-0.21881244043234901,0.715655076643027,Up_in_G2G4
ENSG00000132698.15,-0.125,0.35061666282020737,Up_in_G2G4
ENSG00000132704.16,0.20670401355533746,0.5764989774364044,Up_in_G1G3
ENSG00000132716.20,0.7053633068975595,0.3341472773749904,Up_in_G1G3
ENSG00000132718.10,0.5513405213691445,0.18796380424592501,Up_in_G1G3
ENSG00000132740.11,-0.9462017291789782,0.3021178574551514,Up_in_G2G4
ENSG00000132744.8,0.2264232143887366,0.35591768374958205,Up_in_G1G3
ENSG00000132749.11,0.01785714285714285,0.9265490221314105,Up_in_G1G3
ENSG00000132763.16,0.48355175894483593,0.46606761851578016,Up_in_G1G3
ENSG00000132768.15,0.4705402106857522,0.47904269302335667,Up_in_G1G3
ENSG00000132773.13,0.5229939711072524,0.4323504064326461,Up_in_G1G3
ENSG00000132780.18,0.19298088739871538,0.7003233004615721,Up_in_G1G3
ENSG00000132781.23,0.13089285258025415,0.880722943184554,Up_in_G1G3
ENSG00000132792.22,0.5643893099379764,0.3398744818344197,Up_in_G1G3
ENSG00000132793.13,0.804626834670379,0.2875853084652681,Up_in_G1G3
ENSG00000132801.8,-0.4855263394660033,0.1349100728131453,Up_in_G2G4
ENSG00000132819.17,1.2407660658357074,0.011964792531462348,Up_in_G1G3
ENSG00000132823.12,0.20712060522348066,0.643043241239516,Up_in_G1G3
ENSG00000132824.15,0.09518202835524323,0.8111128093652152,Up_in_G1G3
ENSG00000132825.7,-0.40365200909598276,0.4726216977446702,Up_in_G2G4
ENSG00000132837.16,-0.23214285714285712,0.3360548404829573,Up_in_G2G4
ENSG00000132840.11,0.20670401355533746,0.5764989774364042,Up_in_G1G3
ENSG00000132842.17,1.156509086816402,0.08913040759271025,Up_in_G1G3
ENSG00000132846.7,-0.20049821551535327,0.7469331848426346,Up_in_G2G4
ENSG00000132849.22,1.3520455886858238,0.06987219602161207,Up_in_G1G3
ENSG00000132874.15,-0.125,0.35061666282020737,Up_in_G2G4
ENSG00000132879.15,0.1924283080593431,0.8383192666013469,Up_in_G1G3
ENSG00000132881.12,0.2264232143887366,0.35591768374958205,Up_in_G1G3
ENSG00000132906.19,-0.12770854255878553,0.8785016993558253,Up_in_G2G4
ENSG00000132912.15,1.83418641152882,0.007027848624977773,Up_in_G1G3
ENSG00000132932.19,-2.8182921011020823,0.004527373818856848,Up_in_G2G4
ENSG00000132950.20,0.41167302823895696,0.5522428881639088,Up_in_G1G3
ENSG00000132952.13,0.39599250407018866,0.6504280632678294,Up_in_G1G3
ENSG00000132953.19,-0.035955573775656606,0.946777815400436,Up_in_G2G4
ENSG00000132958.19,-0.125,0.35061666282020737,Up_in_G2G4
ENSG00000132963.10,-0.5128903303005101,0.50072418049774,Up_in_G2G4
ENSG00000132964.13,1.3705902559667087,0.08311191481048982,Up_in_G1G3
ENSG00000132965.11,-0.7902410118609202,0.025749221656798212,Up_in_G2G4
ENSG00000132967.11,-0.14019616272314933,0.7142656401079251,Up_in_G2G4
ENSG00000132970.14,0.27891349552047145,0.6143864141708272,Up_in_G1G3
ENSG00000132972.19,0.14285714285714285,0.35591768374958205,Up_in_G1G3
ENSG00000133019.12,-0.25,0.1704706607870538,Up_in_G2G4
ENSG00000133026.15,0.9658327958340535,0.015683707618017184,Up_in_G1G3
ENSG00000133027.19,0.3020505761818776,0.7120950949519996,Up_in_G1G3
ENSG00000133028.13,0.40052311753165315,0.5136128425748893,Up_in_G1G3
ENSG00000133030.23,0.17393671725162616,0.7767345388789545,Up_in_G1G3
ENSG00000133056.15,0.1814471654892855,0.808156000929332,Up_in_G1G3
ENSG00000133059.18,1.0501249289217405,0.19392728113613392,Up_in_G1G3
ENSG00000133065.12,1.095972634252161,0.11855656539485095,Up_in_G1G3
ENSG00000133069.17,0.14285714285714285,0.35591768374958205,Up_in_G1G3
ENSG00000133083.15,0.23864467627522748,0.612971389700488,Up_in_G1G3
ENSG00000133101.11,1.1587272325807023,0.06940821783858228,Up_in_G1G3
ENSG00000133103.19,0.39291779382661,0.46479426698972615,Up_in_G1G3
ENSG00000133104.15,0.9094818782437318,0.1960894811962996,Up_in_G1G3
ENSG00000133106.16,-1.2902410118609202,0.05023348378527538,Up_in_G2G4
ENSG00000133107.15,-0.125,0.35061666282020737,Up_in_G2G4
ENSG00000133110.15,0.9764232143887367,0.2062578599073968,Up_in_G1G3
ENSG00000133111.4,-0.3433085913008128,0.4762122577324247,Up_in_G2G4
ENSG00000133112.18,0.07231828921621744,0.8665827856362716,Up_in_G1G3
ENSG00000133114.19,0.7226896546950344,0.4294933719399412,Up_in_G1G3
ENSG00000133119.14,-0.27117678070001106,0.7147876293055337,Up_in_G2G4
ENSG00000133121.22,-1.517887337032972,0.09555689753193077,Up_in_G2G4
ENSG00000133124.12,-0.125,0.35061666282020737,Up_in_G2G4
ENSG00000133131.15,0.7362218635329051,0.24292311885016715,Up_in_G1G3
ENSG00000133134.13,-0.727814579322326,0.3783543692152158,Up_in_G2G4
ENSG00000133138.20,0.6635720535062214,0.2528967149478515,Up_in_G1G3
ENSG00000133142.20,0.2530672351098043,0.5540906484299424,Up_in_G1G3
ENSG00000133169.7,0.1694683034941619,0.7011662407476175,Up_in_G1G3
ENSG00000133193.14,-0.01231194355485043,0.9862891664352844,Up_in_G2G4
ENSG00000133195.13,0.6955190066452481,0.22453188718036154,Up_in_G1G3
ENSG00000133216.17,0.6811711521097169,0.07438023943581297,Up_in_G1G3
ENSG00000133226.20,0.5064829532190879,0.263653749082598,Up_in_G1G3
ENSG00000133243.11,-0.22063186969587445,0.7772948002841376,Up_in_G2G4
ENSG00000133247.15,-0.1964285714285715,0.7228864843390492,Up_in_G2G4
ENSG00000133250.14,0.363560714491759,0.46955430077698546,Up_in_G1G3
ENSG00000133256.13,-0.029490793828629118,0.9639125413753118,Up_in_G2G4
ENSG00000133265.12,0.15642164873727127,0.8290300515019824,Up_in_G1G3
ENSG00000133275.17,0.40403302553011494,0.39660426242097135,Up_in_G1G3
ENSG00000133302.14,-0.3152050795429148,0.4466749990612061,Up_in_G2G4
ENSG00000133313.16,-0.18420957997667614,0.7008299180496578,Up_in_G2G4
ENSG00000133315.13,0.7410346320315819,0.2021135153897318,Up_in_G1G3
ENSG00000133316.17,1.30490245763597,0.1264871862205766,Up_in_G1G3
ENSG00000133318.15,0.7306589218645865,0.0702841997269534,Up_in_G1G3
ENSG00000133321.13,-0.7215725899638094,0.4387533505855322,Up_in_G2G4
ENSG00000133393.13,-0.19184232111925853,0.7225035191576855,Up_in_G2G4
ENSG00000133398.4,0.1859364913965558,0.6540720260755561,Up_in_G1G3
ENSG00000133401.17,0.2587948193451311,0.7311418754472838,Up_in_G1G3
ENSG00000133422.15,1.1911417770967896,0.11819555534652061,Up_in_G1G3
ENSG00000133424.23,0.561764988865372,0.34536092193348583,Up_in_G1G3
ENSG00000133433.12,0.21076098837389576,0.7110761312709462,Up_in_G1G3
ENSG00000133454.16,-0.125,0.35061666282020737,Up_in_G2G4
ENSG00000133466.15,0.7874928150997133,0.3860222167970002,Up_in_G1G3
ENSG00000133477.17,-0.125,0.35061666282020737,Up_in_G2G4
ENSG00000133561.16,0.1651758270208603,0.7558840953316603,Up_in_G1G3
ENSG00000133574.11,0.14063951060990618,0.7905492101119971,Up_in_G1G3
ENSG00000133597.12,-0.0618989521519131,0.9084147564136702,Up_in_G2G4
ENSG00000133606.12,0.9162584359646325,0.04595368355364612,Up_in_G1G3
ENSG00000133612.21,0.2809893715092777,0.5404566909407493,Up_in_G1G3
ENSG00000133619.18,1.8570344198603321,0.05006779928877736,Up_in_G1G3
ENSG00000133627.19,0.3278464287774732,0.508038657585414,Up_in_G1G3
ENSG00000133639.6,0.3792638554675437,0.40915074081923675,Up_in_G1G3
ENSG00000133640.20,0.14285714285714285,0.35591768374958205,Up_in_G1G3
ENSG00000133641.19,0.7723987332373848,0.24227073919534953,Up_in_G1G3
ENSG00000133657.18,-0.5520252354043722,0.5308820249632927,Up_in_G2G4
ENSG00000133665.13,0.14285714285714285,0.3559176837495821,Up_in_G1G3
ENSG00000133678.15,-0.19312585579021072,0.8289030193177533,Up_in_G2G4
ENSG00000133687.16,1.1836288884088926,0.046394132280582714,Up_in_G1G3
ENSG00000133703.15,0.517730027702087,0.565116566363534,Up_in_G1G3
ENSG00000133704.11,0.20218649554716486,0.6000329536845508,Up_in_G1G3
ENSG00000133706.21,1.0404844085996572,0.2135522518549405,Up_in_G1G3
ENSG00000133710.17,-0.3962406251802891,0.3506166628202075,Up_in_G2G4
ENSG00000133731.11,0.039598918700806396,0.9319766174622148,Up_in_G1G3
ENSG00000133739.17,-0.3231203125901445,0.18295897206607253,Up_in_G2G4
ENSG00000133740.12,1.2639508109617295,0.1024432303716391,Up_in_G1G3
ENSG00000133773.13,0.05189717589872802,0.9311537040583708,Up_in_G1G3
ENSG00000133789.16,0.4278819816189549,0.3359442578393075,Up_in_G1G3
ENSG00000133794.21,-0.4440310098743558,0.5292073669718804,Up_in_G2G4
ENSG00000133800.10,0.13713750010302236,0.7128734663010075,Up_in_G1G3
ENSG00000133805.16,0.47456115641248026,0.21058695861091067,Up_in_G1G3
ENSG00000133812.19,1.1207862701533193,0.11935333173329689,Up_in_G1G3
ENSG00000133816.21,0.1374236186854489,0.6791873550232044,Up_in_G1G3
ENSG00000133818.15,0.43741622138280395,0.40789801970970696,Up_in_G1G3
ENSG00000133835.19,0.6939100304426432,0.34500182753394215,Up_in_G1G3
ENSG00000133858.17,1.5357606275449027,0.08876494674991124,Up_in_G1G3
ENSG00000133863.9,-0.41524101186092033,0.3506166628202075,Up_in_G2G4
ENSG00000133872.15,0.9610960878911038,0.015645805521236667,Up_in_G1G3
ENSG00000133874.2,-0.6041034575396526,0.30073365690005566,Up_in_G2G4
ENSG00000133884.12,-0.4900457342092547,0.42552579758683284,Up_in_G2G4
ENSG00000133895.20,0.3034951583531459,0.5854999104734975,Up_in_G1G3
ENSG00000133935.8,0.25664207094704056,0.6244071086687359,Up_in_G1G3
ENSG00000133943.22,1.6282264706968506,0.04865856845558734,Up_in_G1G3
ENSG00000133958.14,-0.5448174107915524,0.20643855790456234,Up_in_G2G4
ENSG00000133961.23,1.009777175707626,0.23471356253366832,Up_in_G1G3
ENSG00000133962.8,-0.125,0.35061666282020737,Up_in_G2G4
ENSG00000133985.3,-0.10714285714285715,0.7169128790664749,Up_in_G2G4
ENSG00000133997.13,0.06556178701958901,0.8940621724205513,Up_in_G1G3
ENSG00000134001.16,0.5697511116118422,0.1780683770955051,Up_in_G1G3
ENSG00000134014.19,0.09917132520035087,0.9168950385738543,Up_in_G1G3
ENSG00000134020.9,0.2857142857142857,0.17230829673040013,Up_in_G1G3
ENSG00000134030.14,0.6535668157566482,0.2490407762777639,Up_in_G1G3
ENSG00000134046.13,0.11352333579020982,0.7876294884980719,Up_in_G1G3
ENSG00000134049.7,-0.20647837895678192,0.6927058357526914,Up_in_G2G4
ENSG00000134056.13,-0.3895367401291869,0.5382319044481582,Up_in_G2G4
ENSG00000134057.16,0.05842811984106363,0.9178056361188393,Up_in_G1G3
ENSG00000134058.13,0.5419988822523355,0.2372387594922139,Up_in_G1G3
ENSG00000134070.6,0.4063663500503588,0.48490171685862393,Up_in_G1G3
ENSG00000134072.12,-0.23290361662021927,0.726535952118305,Up_in_G2G4
ENSG00000134077.17,0.4687258467660473,0.6384608134846561,Up_in_G1G3
ENSG00000134086.11,0.310471160780323,0.4799812848725874,Up_in_G1G3
ENSG00000134107.6,0.14892589290865396,0.821930276652735,Up_in_G1G3
ENSG00000134108.15,1.0877926572849321,0.07826686974116122,Up_in_G1G3
ENSG00000134109.11,-0.25497475641727657,0.5518596913793526,Up_in_G2G4
ENSG00000134138.23,0.017884012562587925,0.9772247744377778,Up_in_G1G3
ENSG00000134146.13,0.1284628734844172,0.851786006051353,Up_in_G1G3
ENSG00000134152.12,-0.22204224074882384,0.7480743455647461,Up_in_G2G4
ENSG00000134153.11,-0.08428744620711494,0.885433589624629,Up_in_G2G4
ENSG00000134183.14,0.1607142857142857,0.4859889901483101,Up_in_G1G3
ENSG00000134186.13,-0.028084594075738576,0.9397640981985702,Up_in_G2G4
ENSG00000134198.11,0.9087272936003328,0.2893328017595814,Up_in_G1G3
ENSG00000134201.13,0.14285714285714285,0.35591768374958205,Up_in_G1G3
ENSG00000134202.13,0.8350033795002182,0.15511115816061363,Up_in_G1G3
ENSG00000134215.16,0.4924182992696231,0.20773846061323148,Up_in_G1G3
ENSG00000134222.17,0.9432256911205847,0.04781947668497031,Up_in_G1G3
ENSG00000134242.17,0.4997039304919408,0.448380037480542,Up_in_G1G3
ENSG00000134243.13,1.5501349120599834,0.05479206484287883,Up_in_G1G3
ENSG00000134245.19,-0.07883995534426506,0.8181385695604757,Up_in_G2G4
ENSG00000134247.11,-0.33421526600422086,0.5165670831909208,Up_in_G2G4
ENSG00000134248.15,-0.4373040718021731,0.5740982282375573,Up_in_G2G4
ENSG00000134250.22,0.38025903854487586,0.30788632054907916,Up_in_G1G3
ENSG00000134253.10,-0.3509193652572005,0.3506166628202075,Up_in_G2G4
ENSG00000134255.17,0.1293645908552712,0.8046600688776562,Up_in_G1G3
ENSG00000134262.16,-0.053407900763387,0.9557654604845798,Up_in_G2G4
ENSG00000134265.14,-0.08241011641900364,0.8477920718226282,Up_in_G2G4
ENSG00000134278.17,0.31753267031032656,0.4601178260380109,Up_in_G1G3
ENSG00000134283.19,0.10848032736118644,0.8289217533421676,Up_in_G1G3
ENSG00000134285.12,-0.14689903438065016,0.7715127246891917,Up_in_G2G4
ENSG00000134291.13,-0.18643904253463497,0.776061536289627,Up_in_G2G4
ENSG00000134294.15,0.4692788220810091,0.30716772818629273,Up_in_G1G3
ENSG00000134308.15,0.1656631180608676,0.6279713761571736,Up_in_G1G3
ENSG00000134313.18,0.39135514165552865,0.6287663047408101,Up_in_G1G3
ENSG00000134318.17,0.6212628422156818,0.33411317775048244,Up_in_G1G3
ENSG00000134321.13,-1.4433618074859549,0.09398475988170202,Up_in_G2G4
ENSG00000134323.13,0.02041747644781103,0.974490034164383,Up_in_G1G3
ENSG00000134324.13,0.15877772718916816,0.8342197804723893,Up_in_G1G3
ENSG00000134326.12,-0.6921516070113324,0.13801324963157885,Up_in_G2G4
ENSG00000134330.19,0.2734284091839289,0.6657726400851354,Up_in_G1G3
ENSG00000134333.15,0.011826104237333632,0.9759594057965582,Up_in_G1G3
ENSG00000134352.22,0.9362891250429269,0.11402624088387837,Up_in_G1G3
ENSG00000134363.13,1.8720388140851587,0.09326394116768585,Up_in_G1G3
ENSG00000134369.18,0.2498235503748251,0.7545216349110151,Up_in_G1G3
ENSG00000134371.16,0.6209177249710152,0.48653719813893803,Up_in_G1G3
ENSG00000134375.12,0.23115018632064224,0.6466147306269199,Up_in_G1G3
ENSG00000134376.17,0.2264232143887366,0.35591768374958205,Up_in_G1G3
ENSG00000134440.13,0.26101543517922127,0.49689988982005917,Up_in_G1G3
ENSG00000134444.16,-0.26891561609653675,0.7282192028364054,Up_in_G2G4
ENSG00000134452.21,0.3931412932122686,0.3881363499040268,Up_in_G1G3
ENSG00000134453.17,0.5317327909611661,0.22686494374696906,Up_in_G1G3
ENSG00000134461.17,0.8520642081979447,0.26042355028238706,Up_in_G1G3
ENSG00000134463.15,-0.3496936995713832,0.6076745673134376,Up_in_G2G4
ENSG00000134470.22,0.06733940452477677,0.9260884877720519,Up_in_G1G3
ENSG00000134480.18,-0.2763820625815984,0.7242788603115162,Up_in_G2G4
ENSG00000134489.7,-0.125,0.35061666282020737,Up_in_G2G4
ENSG00000134490.15,0.7795550287698509,0.3388012380372384,Up_in_G1G3
ENSG00000134504.15,0.19642857142857142,0.4842817580782578,Up_in_G1G3
ENSG00000134508.14,0.6237264552877961,0.4163633917948003,Up_in_G1G3
ENSG00000134516.21,-0.125,0.35061666282020737,Up_in_G2G4
ENSG00000134531.11,0.3329745899174865,0.42283599435473307,Up_in_G1G3
ENSG00000134532.21,-0.7555492649198068,0.13071735752712127,Up_in_G2G4
ENSG00000134539.17,0.8560629755448506,0.15471771124129205,Up_in_G1G3
ENSG00000134548.11,0.33170401355533746,0.35591768374958205,Up_in_G1G3
ENSG00000134551.13,-0.25,0.35061666282020737,Up_in_G2G4
ENSG00000134569.11,-0.2545267261466346,0.5499136600797143,Up_in_G2G4
ENSG00000134574.13,0.6579757220470813,0.13737569228016255,Up_in_G1G3
ENSG00000134575.14,0.1188342485476833,0.82410219216368,Up_in_G1G3
ENSG00000134590.14,0.7818533625754903,0.18223607425305535,Up_in_G1G3
ENSG00000134594.5,-0.5,0.03314550026377366,Up_in_G2G4
ENSG00000134597.18,-0.18134745830384225,0.6285776244857397,Up_in_G2G4
ENSG00000134602.16,0.5002607272488218,0.46371757708834405,Up_in_G1G3
ENSG00000134644.17,0.7331929923426869,0.42186873918059387,Up_in_G1G3
ENSG00000134668.14,-0.7988950389215381,0.43159216154196367,Up_in_G2G4
ENSG00000134684.14,0.28458020502219694,0.7323745326379991,Up_in_G1G3
ENSG00000134686.22,0.03080098628851365,0.9554781449862184,Up_in_G1G3
ENSG00000134690.12,0.1964420204717342,0.7503370882638187,Up_in_G1G3
ENSG00000134697.14,0.5392387922723162,0.44941083065412013,Up_in_G1G3
ENSG00000134698.11,0.5471620448905511,0.25291628400196514,Up_in_G1G3
ENSG00000134709.13,0.14285714285714285,0.3559176837495821,Up_in_G1G3
ENSG00000134716.12,-0.125,0.35061666282020737,Up_in_G2G4
ENSG00000134717.19,-0.25472554334769476,0.6594064341177847,Up_in_G2G4
ENSG00000134744.15,0.7817525822579516,0.2923155011296831,Up_in_G1G3
ENSG00000134748.14,-0.462227100539877,0.4794322174413399,Up_in_G2G4
ENSG00000134755.20,0.5582975447587573,0.5027084861658679,Up_in_G1G3
ENSG00000134757.5,-1.056704734048841,0.06820831211418522,Up_in_G2G4
ENSG00000134759.15,0.8666023789747074,0.2818236504759174,Up_in_G1G3
ENSG00000134762.17,0.29390784600822917,0.5180970549435135,Up_in_G1G3
ENSG00000134765.10,-0.125,0.35061666282020737,Up_in_G2G4
ENSG00000134769.24,0.019032295817373538,0.9831367152324525,Up_in_G1G3
ENSG00000134775.17,-0.3231203125901445,0.18295897206607253,Up_in_G2G4
ENSG00000134779.16,0.23181145587602062,0.6428011165392353,Up_in_G1G3
ENSG00000134780.11,-0.3460305412763949,0.6059777889782878,Up_in_G2G4
ENSG00000134809.10,-0.432085187626297,0.45192611500826896,Up_in_G2G4
ENSG00000134815.21,-0.19691592275453926,0.7753053338040017,Up_in_G2G4
ENSG00000134817.12,0.14285714285714285,0.3559176837495821,Up_in_G1G3
ENSG00000134824.15,0.4560774052260425,0.3078490967839245,Up_in_G1G3
ENSG00000134825.17,-0.16549470242322947,0.7594128664713413,Up_in_G2G4
ENSG00000134851.14,0.6080196731286873,0.4604664211612002,Up_in_G1G3
ENSG00000134852.16,0.4754340389485867,0.4677124642625887,Up_in_G1G3
ENSG00000134853.13,0.6351209347567781,0.1860165217443381,Up_in_G1G3
ENSG00000134864.12,1.0833450419025747,0.18684243115549637,Up_in_G1G3
ENSG00000134871.21,0.5578583368327178,0.3111605870466048,Up_in_G1G3
ENSG00000134873.11,-0.31550953863375686,0.47715460056689996,Up_in_G2G4
ENSG00000134874.19,1.5899015434733461,0.09716585872093444,Up_in_G1G3
ENSG00000134882.17,1.0758945574770866,0.11761749218962067,Up_in_G1G3
ENSG00000134884.16,-0.40504176754462023,0.49573804950101963,Up_in_G2G4
ENSG00000134897.15,0.34171821220492177,0.6420244885701327,Up_in_G1G3
ENSG00000134900.14,0.2297691006681356,0.779599509738023,Up_in_G1G3
ENSG00000134901.15,-0.5699300098148677,0.5497294035004598,Up_in_G2G4
ENSG00000134905.18,0.7823601297055337,0.34704710412450035,Up_in_G1G3
ENSG00000134909.19,0.02863424544872748,0.9606489119099301,Up_in_G1G3
ENSG00000134954.15,0.5498772133512172,0.4161600695465011,Up_in_G1G3
ENSG00000134955.12,-0.10714285714285715,0.630127414347461,Up_in_G2G4
ENSG00000134982.20,-0.23249098053730222,0.7270931683497822,Up_in_G2G4
ENSG00000134986.15,-0.3238121740964342,0.4966445744882284,Up_in_G2G4
ENSG00000134987.14,-0.08018952477884676,0.8678741812965021,Up_in_G2G4
ENSG00000134996.13,-0.03187258729691163,0.9259700915485961,Up_in_G2G4
ENSG00000135002.12,0.2311726099004242,0.555075580962358,Up_in_G1G3
ENSG00000135018.15,0.6930936560683859,0.3252046734488858,Up_in_G1G3
ENSG00000135040.17,-0.261368643781352,0.6353764386662921,Up_in_G2G4
ENSG00000135045.7,0.9503633849077828,0.14432178879131535,Up_in_G1G3
ENSG00000135046.16,0.0029200565303993562,0.9940033779835387,Up_in_G1G3
ENSG00000135047.17,0.9450201534642722,0.16532684947796997,Up_in_G1G3
ENSG00000135048.15,1.2385733639783447,0.04075234176050392,Up_in_G1G3
ENSG00000135049.17,-0.9092435162226795,0.35894661311102183,Up_in_G2G4
ENSG00000135052.17,0.30489064930533766,0.45808199720905785,Up_in_G1G3
ENSG00000135063.20,0.40858041225436764,0.6796178411961163,Up_in_G1G3
ENSG00000135069.15,0.16255156637392285,0.6726183839346873,Up_in_G1G3
ENSG00000135070.15,0.06414870451127004,0.89488898762911,Up_in_G1G3
ENSG00000135074.17,0.7700361910879406,0.18701797752998345,Up_in_G1G3
ENSG00000135083.17,-0.05446806616179459,0.9580796444457736,Up_in_G2G4
ENSG00000135090.15,-0.7947634631630744,0.38309145177480564,Up_in_G2G4
ENSG00000135093.13,0.21718195668006834,0.7794414650153412,Up_in_G1G3
ENSG00000135108.16,0.23396490191851524,0.7298893245531477,Up_in_G1G3
ENSG00000135111.16,-0.14738386900377745,0.6583055818558766,Up_in_G2G4
ENSG00000135114.14,-0.5309909391804482,0.3506166628202074,Up_in_G2G4
ENSG00000135116.9,0.14285714285714285,0.3559176837495821,Up_in_G1G3
ENSG00000135119.15,0.05214337157717988,0.9354285349470377,Up_in_G1G3
ENSG00000135124.17,0.9671471244796052,0.15013860094015988,Up_in_G1G3
ENSG00000135144.8,-0.125,0.35061666282020737,Up_in_G2G4
ENSG00000135148.13,0.6776200235621965,0.16821138466207586,Up_in_G1G3
ENSG00000135164.20,0.0669125048960324,0.9514185308075869,Up_in_G1G3
ENSG00000135175.6,-0.125,0.35061666282020737,Up_in_G2G4
ENSG00000135185.13,0.7597405321731105,0.42836889465737926,Up_in_G1G3
ENSG00000135211.7,-0.1967032069716619,0.7196140898597362,Up_in_G2G4
ENSG00000135218.20,0.11928035724587949,0.7396295198114289,Up_in_G1G3
ENSG00000135241.18,-0.15755876991766343,0.7845432246730027,Up_in_G2G4
ENSG00000135245.11,0.42866806592476003,0.2983897567517122,Up_in_G1G3
ENSG00000135249.9,1.1724392053650665,0.23813106088002714,Up_in_G1G3
ENSG00000135250.18,-0.5859043199264476,0.5275622073610857,Up_in_G2G4
ENSG00000135269.19,0.845356589251996,0.09751878212752169,Up_in_G1G3
ENSG00000135272.14,1.8440439111043088,0.0005443083003636867,Up_in_G1G3
ENSG00000135297.18,0.1760375536399549,0.8235893147928033,Up_in_G1G3
ENSG00000135299.19,0.3468206479444079,0.5568689875892365,Up_in_G1G3
ENSG00000135312.7,0.44210123532263074,0.43989588749406217,Up_in_G1G3
ENSG00000135314.15,0.06735534817866806,0.9017175339267759,Up_in_G1G3
ENSG00000135315.13,-0.36520881817734574,0.6528193090755118,Up_in_G2G4
ENSG00000135317.15,-0.3798671591271032,0.5566946998851692,Up_in_G2G4
ENSG00000135318.13,0.8633513544697295,0.05999155058262875,Up_in_G1G3
ENSG00000135324.6,1.3982814736392528,0.014546571452164966,Up_in_G1G3
ENSG00000135333.15,0.14285714285714285,0.3559176837495821,Up_in_G1G3
ENSG00000135334.10,0.9890861833545432,0.04571213279267146,Up_in_G1G3
ENSG00000135336.18,-0.7613886757939086,0.32748605958855415,Up_in_G2G4
ENSG00000135338.15,-0.9987780101665029,0.07404598541012383,Up_in_G2G4
ENSG00000135341.19,0.11151810813093181,0.8983167933533778,Up_in_G1G3
ENSG00000135362.15,0.9722998335278576,0.3417490523492578,Up_in_G1G3
ENSG00000135363.13,0.12302648627284084,0.819456974324059,Up_in_G1G3
ENSG00000135365.18,-1.1078473988530593,0.29136594035717833,Up_in_G2G4
ENSG00000135372.11,0.9507380487469478,0.03423835313646734,Up_in_G1G3
ENSG00000135387.22,0.5942456655509226,0.30359143566248187,Up_in_G1G3
ENSG00000135390.22,-0.3275234389773047,0.6369214610456253,Up_in_G2G4
ENSG00000135392.20,-0.17682713936578123,0.6840748078954328,Up_in_G2G4
ENSG00000135404.13,0.6078222322632052,0.14666109697779198,Up_in_G1G3
ENSG00000135406.15,0.1510507031510863,0.7363280054999197,Up_in_G1G3
ENSG00000135407.11,-0.125,0.35061666282020737,Up_in_G2G4
ENSG00000135414.10,0.19515226652181566,0.693343189725854,Up_in_G1G3
ENSG00000135424.20,0.4464285714285714,0.0890952616786747,Up_in_G1G3
