"Gene","HUVEC_low1","HUVEC_low2","HUVEC_low3","HUVEC_high1","HUVEC_high2","HUVEC_high3","HUVEC_high4","HUAEC_low1","HUAEC_low2","HUAEC_low3","HUAEC_low4","HUAEC_high1","HUAEC_high2","HUAEC_high3","HUAEC_high4"
"ENSG00000021574.15",36,12,21,24,2,1,1,0,1,10,18,0,0,14,9
"ENSG00000021645.20",0,0,1,0,0,0,0,1,0,9,0,0,0,1,0
"ENSG00000021762.21",12,6,0,12,3,16,21,23,8,0,28,15,0,10,5
"ENSG00000021776.12",17,6,6,29,0,5,9,5,19,17,10,0,6,8,5
"ENSG00000022267.20",84,14,6,60,48,30,54,0,54,29,10,0,0,48,32
"ENSG00000022277.14",36,83,38,84,44,128,38,78,105,110,131,75,12,109,118
"ENSG00000022556.16",0,1,1,9,1,5,2,1,4,1,6,1,1,3,3
"ENSG00000022567.11",0,0,0,1,0,0,0,25,11,6,1,17,0,11,6
"ENSG00000022840.17",129,73,95,156,225,82,114,109,111,123,79,119,27,103,114
"ENSG00000022976.17",18,1,0,8,13,1,0,1,1,0,12,0,1,0,7
"ENSG00000023041.13",44,36,21,143,70,107,29,117,109,244,161,182,45,114,128
"ENSG00000023171.21",0,2,1,0,0,1,4,0,0,0,0,0,0,1,4
"ENSG00000023191.17",146,89,60,165,109,171,94,180,202,275,224,119,18,155,124
"ENSG00000023228.15",24,27,7,35,28,47,20,21,65,28,36,27,1,17,23
"ENSG00000023287.14",10,5,4,0,4,10,10,1,16,6,12,0,0,0,27
"ENSG00000023318.10",65,53,34,74,89,83,31,71,138,222,85,101,46,174,57
"ENSG00000023330.16",11,7,9,20,8,36,8,24,48,25,53,20,0,18,16
"ENSG00000023445.17",1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
"ENSG00000023516.10",3,2,0,0,1,2,1,2,0,2,3,3,0,8,1
"ENSG00000023572.10",32,15,5,28,26,45,14,40,74,68,77,43,6,35,64
"ENSG00000023608.6",80,32,73,125,80,95,81,45,118,117,115,56,10,72,76
"ENSG00000023697.14",28,14,2,39,14,26,6,19,59,16,27,7,9,22,15
"ENSG00000023734.12",176,119,59,187,142,105,111,121,185,290,123,158,8,197,101
"ENSG00000023839.12",0,0,0,0,0,0,0,4,0,0,2,0,0,0,0
"ENSG00000023902.14",54,59,36,78,102,60,110,54,78,96,76,57,18,51,73
"ENSG00000023909.11",24,18,18,38,12,15,15,33,20,40,22,2,0,18,11
"ENSG00000024048.12",18,0,0,6,4,8,0,4,12,14,19,4,0,4,0
"ENSG00000024422.13",65,47,36,51,39,46,36,44,93,99,77,46,3,35,55
"ENSG00000024526.18",20,13,12,14,17,34,13,3,34,10,10,12,0,10,16
"ENSG00000024862.19",2,3,2,6,8,4,0,4,10,4,4,5,1,6,6
"ENSG00000025156.14",6,1,1,9,4,9,9,6,1,11,8,6,0,0,0
"ENSG00000025293.18",13,14,7,54,48,71,29,32,66,59,62,54,14,53,37
"ENSG00000025423.12",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000025434.20",0,10,0,0,0,0,0,8,4,9,19,4,6,1,0
"ENSG00000025708.15",41,5,6,29,13,12,12,20,38,37,11,14,0,23,7
"ENSG00000025770.20",27,16,9,42,38,28,18,16,6,57,17,59,0,6,20
"ENSG00000025772.9",17,12,8,21,21,22,20,24,42,46,30,29,1,43,22
"ENSG00000025796.15",26,14,6,23,29,18,17,29,41,39,24,15,0,32,12
"ENSG00000025800.14",28,14,6,20,13,10,9,8,22,13,13,17,2,19,9
"ENSG00000026025.17",4277,3414,2333,4043,3849,3269,3228,3950,6071,6268,4547,3860,698,4245,3366
"ENSG00000026103.25",13,6,7,16,2,9,10,18,2,2,1,0,1,0,1
"ENSG00000026508.22",46,61,33,76,50,69,38,347,412,674,394,360,65,298,242
"ENSG00000026559.14",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000026652.16",9,7,1,19,11,5,22,9,21,13,31,6,0,27,11
"ENSG00000026950.19",1,2,10,17,1,20,0,0,0,23,10,1,0,15,0
"ENSG00000027001.11",8,12,0,14,0,9,9,2,6,1,1,0,0,0,6
"ENSG00000027697.17",24,18,0,81,44,39,15,39,18,59,117,50,0,84,58
"ENSG00000027847.15",37,1,1,0,9,16,15,21,15,21,18,15,0,45,9
"ENSG00000028116.19",12,17,14,45,24,50,17,28,17,29,18,8,0,15,5
"ENSG00000028137.20",26,18,10,4,27,26,6,20,24,36,18,34,4,20,30
"ENSG00000028203.20",45,76,20,73,32,69,91,29,79,154,61,55,11,20,3
"ENSG00000028277.23",0,0,4,6,9,1,8,0,6,1,0,1,1,0,1
"ENSG00000028310.19",31,23,1,58,33,20,34,11,39,1,23,1,0,25,45
"ENSG00000028528.16",12,12,33,38,44,33,31,39,62,42,33,30,6,42,48
"ENSG00000028839.10",15,24,6,1,25,20,9,17,27,27,30,6,8,12,9
"ENSG00000029153.16",24,30,22,60,10,24,18,24,108,54,36,67,1,54,30
"ENSG00000029363.18",51,40,59,109,49,91,125,51,268,159,134,49,21,20,30
"ENSG00000029364.13",16,28,5,48,16,4,36,36,41,52,28,12,0,30,12
"ENSG00000029534.22",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000029639.12",5,8,1,21,12,15,11,11,12,12,28,15,5,11,18
"ENSG00000029725.18",10,12,4,6,5,5,5,3,15,5,12,1,0,0,1
"ENSG00000029993.16",125,128,125,590,280,582,216,289,369,426,338,312,40,378,267
"ENSG00000030066.15",6,19,7,8,11,25,16,4,14,1,17,1,1,8,5
"ENSG00000030110.15",8,6,1,14,24,12,24,16,14,16,18,14,0,22,18
"ENSG00000030419.17",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000030582.20",160,110,70,186,175,176,87,179,251,461,200,192,49,239,111
"ENSG00000031003.12",1,0,0,2,0,8,1,0,0,0,8,4,0,0,8
"ENSG00000031081.12",8,6,7,16,6,9,6,8,16,23,9,20,3,10,9
"ENSG00000031691.8",0,1,0,3,0,3,1,1,7,1,2,3,0,0,0
"ENSG00000031698.14",95,48,40,129,99,170,76,116,143,214,119,88,15,110,99
"ENSG00000031823.15",84,32,57,59,68,69,24,19,131,61,108,55,4,48,30
"ENSG00000032219.20",1,8,1,1,0,0,1,0,15,25,1,10,0,0,10
"ENSG00000032389.14",23,13,12,41,15,23,18,9,41,25,14,22,0,20,15
"ENSG00000032444.17",46,12,30,32,49,85,22,57,57,107,45,43,13,45,37
"ENSG00000032742.19",18,10,8,23,12,32,21,21,35,17,36,13,5,33,24
"ENSG00000033011.15",54,34,3,13,37,20,47,20,37,43,55,32,5,21,39
"ENSG00000033030.17",12,9,8,36,9,16,7,9,1,33,5,5,0,1,7
"ENSG00000033100.17",83,32,24,51,84,55,52,65,104,80,79,55,16,48,36
"ENSG00000033122.22",1,0,1,0,17,2,1,2,3,3,2,12,0,1,1
"ENSG00000033170.18",31,1,13,9,12,5,18,19,16,25,3,1,2,1,1
"ENSG00000033178.14",6,7,8,13,5,11,7,2,12,8,3,6,0,5,9
"ENSG00000033327.13",18,6,6,12,6,4,16,24,24,6,18,12,0,14,12
"ENSG00000033627.19",26,4,9,60,38,76,42,54,33,109,68,50,17,68,43
"ENSG00000033800.15",9,15,3,8,11,11,7,9,16,21,38,15,0,12,3
"ENSG00000033867.18",12,8,8,0,12,34,8,1,1,1,1,1,0,8,1
"ENSG00000034053.15",8,4,2,3,0,0,0,16,0,6,1,2,1,0,6
"ENSG00000034152.21",40,70,40,105,80,15,30,70,87,115,45,55,10,55,79
"ENSG00000034510.7",16006,22970,16716,75308,41445,100141,32352,72140,101621,106815,99373,99563,17570,98154,73661
"ENSG00000034533.13",1,0,0,14,6,6,0,0,0,0,1,0,0,1,1
"ENSG00000034677.14",15,0,6,10,12,8,0,12,8,7,4,7,1,10,7
"ENSG00000034693.16",6,3,0,9,6,11,5,5,15,6,4,2,1,15,0
"ENSG00000034713.8",57,45,66,204,124,298,70,241,338,306,285,267,104,309,238
"ENSG00000034971.17",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000035115.23",0,0,0,1,0,0,11,0,1,17,10,7,0,2,6
"ENSG00000035141.11",190,214,207,477,309,665,235,423,761,806,696,679,128,694,549
"ENSG00000035403.19",81,64,36,101,39,105,51,61,75,82,98,72,10,105,55
"ENSG00000035499.13",7,3,2,3,7,3,3,3,2,1,0,4,0,0,0
"ENSG00000035664.12",6,0,0,2,2,1,0,15,1,1,0,0,0,0,6
"ENSG00000035681.11",9,4,3,6,8,10,13,12,22,17,19,1,0,3,6
"ENSG00000035687.10",20,15,7,19,17,11,19,12,26,19,18,12,4,12,7
"ENSG00000035862.14",243,203,127,159,194,223,137,184,364,402,201,149,25,201,97
"ENSG00000035928.18",26,17,28,35,15,44,28,18,47,45,46,31,2,18,19
"ENSG00000036054.14",8,22,26,22,33,12,20,4,36,47,22,0,1,30,14
"ENSG00000036257.15",98,79,31,93,29,48,52,32,57,48,58,94,14,42,46
"ENSG00000036448.10",0,0,1,0,0,0,0,0,0,1,1,9,0,0,0
"ENSG00000036530.9",0,0,1,1,0,0,1,1,0,0,0,1,1,1,0
"ENSG00000036549.14",12,2,16,27,17,24,7,7,2,66,22,5,1,8,33
"ENSG00000036672.17",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000036828.17",1,1,4,1,1,1,0,1,1,0,1,0,0,0,1
"ENSG00000037042.10",0,0,1,0,0,1,0,0,14,1,0,8,0,1,0
"ENSG00000037241.8",237,184,180,853,346,1255,254,866,1120,1163,1211,1159,249,1368,1161
"ENSG00000037280.17",0,3,0,1,3,5,0,3,0,1,0,2,0,2,0
"ENSG00000037474.16",21,40,18,21,15,15,13,35,20,39,37,12,0,21,9
"ENSG00000037637.11",6,1,0,5,3,7,1,11,9,13,6,4,0,3,1
"ENSG00000037757.15",10,10,12,18,30,14,6,12,12,22,22,17,4,10,16
"ENSG00000037897.18",35,11,21,28,45,18,11,23,19,38,34,23,1,13,22
"ENSG00000038002.10",2,3,0,1,6,6,4,0,4,1,4,9,3,11,12
"ENSG00000038210.15",23,35,35,44,47,84,23,60,109,132,81,101,13,99,60
"ENSG00000038219.14",1,1,3,2,0,1,4,10,0,7,0,2,0,1,0
"ENSG00000038274.19",89,89,29,156,64,99,89,125,175,213,95,95,13,83,37
"ENSG00000038295.8",0,0,0,0,0,1,0,1,1,6,0,3,0,0,0
"ENSG00000038358.16",30,40,40,35,32,36,15,37,21,46,23,1,8,15,25
"ENSG00000038382.23",71,11,4,18,40,27,21,9,17,24,20,17,6,13,7
"ENSG00000038532.18",1,6,3,13,6,7,1,6,0,6,6,6,0,8,0
"ENSG00000038945.16",0,0,0,0,0,0,0,0,0,1,1,0,1,2,2
"ENSG00000039123.17",38,12,6,16,22,16,17,24,52,31,28,42,1,48,23
"ENSG00000039139.11",0,0,0,0,4,0,1,0,0,1,0,0,0,0,0
"ENSG00000039319.18",8,30,1,28,25,13,20,6,20,50,28,0,0,0,0
"ENSG00000039523.21",81,35,30,35,113,91,31,81,129,149,85,131,25,72,65
"ENSG00000039560.15",91,46,25,98,67,68,56,66,51,61,46,35,3,22,41
"ENSG00000039650.13",51,44,34,51,57,41,48,53,92,69,65,73,31,84,72
"ENSG00000040199.18",0,0,1,4,0,11,5,0,4,6,0,2,1,4,0
"ENSG00000040275.18",131,109,67,151,146,104,121,45,75,76,126,52,8,76,5
"ENSG00000040341.19",46,92,1,104,55,46,71,98,97,137,110,107,0,77,69
"ENSG00000040487.13",4,8,11,0,20,17,0,14,8,20,29,17,0,8,0
"ENSG00000040531.17",1,24,36,34,21,2,30,35,12,25,19,25,7,8,15
"ENSG00000040608.14",6,0,0,0,6,0,0,0,0,0,9,0,0,0,0
"ENSG00000040633.13",63,37,23,57,41,73,38,36,49,98,42,61,7,62,54
"ENSG00000040933.16",1,8,4,1,4,4,6,12,6,20,15,0,0,4,4
"ENSG00000041357.17",318,289,164,535,453,507,141,364,505,638,479,296,128,393,441
"ENSG00000041802.12",9,5,4,6,10,20,5,6,15,18,19,5,0,10,5
"ENSG00000041880.15",0,0,4,0,0,2,0,1,0,0,0,1,0,0,0
"ENSG00000041982.17",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"ENSG00000041988.17",15,24,6,20,23,25,36,31,43,15,22,20,10,9,20
"ENSG00000042088.15",8,20,15,13,8,42,33,26,22,8,36,30,2,49,9
"ENSG00000042286.16",8,4,4,1,10,8,6,10,38,34,15,4,0,1,12
"ENSG00000042317.18",1,10,1,1,15,1,10,0,1,25,0,2,0,0,1
"ENSG00000042429.13",8,62,1,16,14,31,13,38,58,38,63,50,1,48,4
"ENSG00000042445.14",17,8,10,10,51,20,23,18,14,12,22,12,1,9,12
"ENSG00000042493.17",50,74,25,107,53,82,29,8,2,22,18,9,2,23,5
"ENSG00000042753.13",342,211,135,342,360,386,239,446,752,573,530,356,58,382,355
"ENSG00000042832.12",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000043093.16",9,9,6,12,20,12,24,0,6,26,36,29,6,16,11
"ENSG00000043143.23",8,4,0,21,4,18,17,1,1,14,10,0,0,0,1
"ENSG00000043462.14",0,0,0,0,0,0,0,2,12,1,14,7,0,4,0
"ENSG00000043514.17",30,1,3,6,0,1,1,0,12,1,48,12,1,23,12
"ENSG00000043591.6",0,1,0,0,0,0,0,0,0,2,1,0,0,0,0
"ENSG00000044115.22",247,187,167,303,170,257,186,358,579,485,443,314,32,263,241
"ENSG00000044446.12",1,0,0,1,0,2,1,1,0,0,1,0,0,0,1
"ENSG00000044459.16",1,0,2,1,2,2,3,0,13,5,3,1,0,0,1
"ENSG00000044574.10",1750,1266,997,1665,1474,1158,1185,1377,2152,2204,2005,1387,267,1440,1134
"ENSG00000046604.15",0,0,2,0,1,0,0,1,0,0,0,0,0,0,0
"ENSG00000046647.16",6,1,12,15,12,41,15,22,17,45,20,21,4,49,28
"ENSG00000046651.17",23,0,0,2,5,26,23,0,0,1,0,1,0,15,0
"ENSG00000046653.15",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ENSG00000046889.20",15,5,7,15,13,12,11,9,27,75,22,25,5,13,13
"ENSG00000047056.19",0,0,16,2,37,8,16,16,21,4,9,22,0,7,10
"ENSG00000047188.17",14,8,1,17,6,6,4,1,4,8,6,0,6,14,8
"ENSG00000047230.16",7,7,8,15,4,1,16,6,20,29,1,4,1,20,2
"ENSG00000047249.19",103,50,49,53,66,83,38,85,164,243,108,40,11,56,106
"ENSG00000047315.17",93,78,77,135,121,97,83,98,147,191,136,58,0,130,105
"ENSG00000047346.13",20,8,1,1,9,1,1,12,8,0,1,8,0,0,8
"ENSG00000047365.13",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000047578.15",11,4,2,6,4,23,5,15,9,4,14,15,1,14,4
"ENSG00000047579.21",31,13,10,55,23,17,29,27,20,1,25,10,0,39,24
"ENSG00000047617.18",6,1,0,0,0,0,1,0,1,6,19,21,0,1,0
"ENSG00000047621.13",4,1,2,8,12,8,4,5,4,0,1,0,0,4,1
"ENSG00000047634.16",1,1,10,0,15,20,0,10,15,1,10,1,1,10,0
"ENSG00000047644.20",6,12,12,13,4,10,4,8,5,11,6,9,0,7,5
"ENSG00000047648.23",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000047662.6",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"ENSG00000047849.23",302,147,166,250,259,208,211,229,297,320,231,203,74,104,148
"ENSG00000047932.15",11,1,9,29,15,21,15,12,26,15,6,9,0,9,6
"ENSG00000048028.13",16,4,4,0,10,12,13,7,29,13,10,14,1,10,4
"ENSG00000048052.26",0,0,0,0,1,6,0,0,1,2,1,0,0,4,18
"ENSG00000048140.19",118,110,65,63,85,89,65,58,131,80,65,39,25,88,84
"ENSG00000048162.23",34,46,49,183,57,289,78,269,344,440,413,289,57,396,314
"ENSG00000048342.19",1,13,1,14,26,30,23,2,41,11,15,10,1,5,1
"ENSG00000048392.14",2,3,8,5,2,19,1,11,10,9,11,0,2,1,3
"ENSG00000048405.12",0,0,1,3,4,7,0,1,10,12,11,15,0,7,9
"ENSG00000048471.14",0,1,0,1,0,0,1,1,2,1,0,2,0,0,0
"ENSG00000048544.8",12,7,5,57,22,70,16,63,57,74,69,69,17,75,51
"ENSG00000048649.14",8,7,3,1,13,6,4,5,14,15,5,7,1,8,6
"ENSG00000048707.15",38,4,42,30,36,26,24,10,18,32,42,22,1,24,48
"ENSG00000048740.20",0,11,1,23,9,25,1,0,1,0,2,2,0,9,25
"ENSG00000048828.19",53,48,18,43,48,24,16,36,49,84,55,24,1,32,32
"ENSG00000048991.19",20,35,6,60,52,9,19,44,23,38,25,10,0,27,20
"ENSG00000049130.17",16,20,0,10,34,13,34,20,30,93,10,16,13,16,14
"ENSG00000049167.17",11,0,1,6,26,18,0,14,10,23,47,48,5,12,12
"ENSG00000049192.15",2,8,0,13,17,13,0,1,1,8,8,4,4,2,6
"ENSG00000049239.14",10,4,8,10,0,16,3,8,13,4,2,6,0,1,0
"ENSG00000049245.13",68,57,61,109,95,75,81,91,153,162,127,71,19,119,93
"ENSG00000049246.16",2,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"ENSG00000049323.17",45,20,20,59,20,40,25,10,25,42,15,10,11,25,0
"ENSG00000049449.11",398,338,194,312,430,234,392,172,420,312,264,161,37,213,128
"ENSG00000049540.19",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"ENSG00000049541.12",27,37,21,45,51,46,9,26,31,73,31,23,1,32,17
"ENSG00000049618.26",81,42,32,60,46,23,33,11,71,101,19,45,11,54,34
"ENSG00000049656.15",98,84,49,58,101,60,46,106,104,160,95,83,0,94,56
"ENSG00000049759.21",18,12,0,28,45,20,20,41,19,14,14,5,1,20,6
"ENSG00000049768.19",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000049769.15",0,0,0,0,1,1,1,0,3,0,1,4,0,0,0
"ENSG00000049860.14",124,70,72,103,148,117,142,86,203,164,216,160,14,123,70
"ENSG00000049883.16",0,1,23,15,1,10,4,0,14,1,4,1,0,0,10
"ENSG00000050130.19",48,22,21,32,38,51,27,58,102,62,1,17,8,46,27
"ENSG00000050165.20",40,43,28,65,32,16,30,36,106,60,60,44,2,62,50
"ENSG00000050344.10",8,11,10,42,15,17,16,6,13,42,16,27,0,25,26
"ENSG00000050393.13",18,6,0,32,14,3,6,12,22,20,8,7,0,22,7
"ENSG00000050405.15",100,133,62,110,121,88,93,174,326,209,213,170,32,129,120
"ENSG00000050426.17",15,16,3,28,17,14,20,23,3,0,16,0,4,12,15
"ENSG00000050438.18",0,9,0,4,0,0,0,4,0,1,0,1,0,0,0
"ENSG00000050628.21",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000050748.19",45,8,1,28,16,44,8,20,52,24,40,16,0,28,24
"ENSG00000050820.17",210,47,104,103,120,64,135,201,132,182,150,148,30,158,118
"ENSG00000051009.12",15,12,1,1,9,9,6,6,12,16,1,1,0,12,1
"ENSG00000051108.16",74,35,24,59,47,57,44,62,88,42,91,33,13,71,47
"ENSG00000051128.20",240,73,117,119,152,114,59,104,130,254,160,100,8,83,63
"ENSG00000051180.18",23,48,1,24,12,27,48,1,60,79,48,10,0,24,24
"ENSG00000051341.16",0,3,1,0,4,0,3,0,2,1,1,0,0,2,0
"ENSG00000051523.13",74,40,2,69,38,84,40,64,124,212,231,122,14,78,81
"ENSG00000051596.11",21,1,8,9,25,17,4,6,11,6,6,12,0,2,4
"ENSG00000051620.12",83,70,62,87,104,80,100,48,54,64,62,51,2,36,44
"ENSG00000051825.16",3,3,3,5,6,11,15,6,10,1,32,1,0,0,20
"ENSG00000052126.18",0,3,0,0,0,10,0,0,0,8,0,4,0,0,4
"ENSG00000052723.13",20,30,45,37,67,81,38,70,90,149,73,67,2,51,62
"ENSG00000052749.15",18,12,1,24,18,32,18,30,27,18,92,12,1,22,2
"ENSG00000052795.13",2,3,0,3,3,0,2,1,1,0,1,0,1,2,0
"ENSG00000052802.14",132,94,69,95,108,121,90,145,229,253,208,101,37,134,106
"ENSG00000052841.17",23,0,0,27,18,17,16,14,32,24,40,3,1,21,6
"ENSG00000053108.19",0,0,1,0,0,0,1,0,3,0,0,0,0,0,2
"ENSG00000053254.17",31,37,11,81,51,51,15,29,27,23,23,24,9,18,5
"ENSG00000053328.10",0,1,0,3,1,0,1,1,0,0,0,0,0,0,0
"ENSG00000053371.14",26,8,10,19,12,13,6,19,28,48,26,9,2,25,19
"ENSG00000053372.6",24,29,14,88,41,79,31,52,76,114,57,84,14,69,61
"ENSG00000053438.11",39,69,27,175,72,164,59,0,1,0,0,0,0,0,0
"ENSG00000053501.15",24,11,20,69,29,91,9,62,118,69,93,68,26,75,71
"ENSG00000053524.13",0,0,3,0,0,0,1,1,0,0,0,0,0,6,0
"ENSG00000053747.17",0,0,0,6,0,0,2,0,0,1,0,0,0,0,0
"ENSG00000053770.13",6,7,9,15,11,13,2,33,7,19,4,4,1,22,17
"ENSG00000053900.12",15,12,1,1,1,14,1,1,1,3,25,5,0,0,3
"ENSG00000053918.20",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000054118.16",67,53,44,68,88,99,81,57,97,125,88,83,26,81,76
"ENSG00000054148.19",906,1106,941,4522,2137,6484,1319,4853,6161,6917,6905,6297,1161,6736,4459
"ENSG00000054267.23",91,85,13,90,50,83,67,71,143,121,111,20,10,90,35
"ENSG00000054282.16",6,12,5,16,17,13,12,18,16,21,16,12,1,12,14
"ENSG00000054356.14",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000054392.13",1,2,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000054523.21",12,13,12,16,23,18,20,26,25,27,16,14,0,2,14
"ENSG00000054598.9",3,12,11,15,6,13,13,8,7,6,11,16,2,6,9
"ENSG00000054611.15",17,0,1,18,34,10,10,36,80,66,78,1,0,18,18
"ENSG00000054654.20",16,14,6,39,12,0,9,0,0,10,0,0,0,1,0
"ENSG00000054690.15",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000054793.15",18,6,1,20,18,10,4,8,10,10,16,8,1,0,0
"ENSG00000054938.17",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"ENSG00000054965.12",10,8,14,1,4,8,1,4,13,7,15,5,1,4,11
"ENSG00000054967.13",1,0,1,2,16,0,0,1,0,12,0,1,0,0,0
"ENSG00000054983.18",2,0,3,2,1,1,0,1,4,4,1,1,0,0,1
"ENSG00000055044.12",42,32,35,44,33,78,36,40,28,80,52,34,1,30,32
"ENSG00000055070.17",94,63,47,117,110,178,85,150,190,291,176,121,23,127,73
"ENSG00000055130.19",90,15,9,66,40,18,27,39,96,24,42,66,1,66,21
"ENSG00000055147.20",10,1,5,6,9,12,1,9,9,16,23,2,0,32,0
"ENSG00000055163.22",17,10,2,17,23,30,0,18,85,90,24,24,0,29,6
"ENSG00000055208.21",40,12,1,16,52,30,33,56,32,28,24,36,8,32,52
"ENSG00000055211.15",10,8,6,20,6,16,20,42,23,33,40,10,4,8,4
"ENSG00000055332.20",54,30,4,46,31,60,86,28,35,105,33,64,23,52,41
"ENSG00000055483.21",33,0,12,33,45,31,9,31,59,42,16,13,0,3,15
"ENSG00000055609.21",8,20,0,12,18,26,15,43,10,34,38,0,0,1,1
"ENSG00000055813.7",4,4,0,2,4,2,0,12,2,6,4,2,0,3,10
"ENSG00000055917.18",41,19,16,62,42,34,9,19,39,53,23,17,0,25,30
"ENSG00000055950.18",116,74,48,209,117,313,34,310,387,449,337,330,71,375,246
"ENSG00000056050.8",14,15,11,31,23,45,16,29,23,39,27,9,5,31,8
"ENSG00000056097.17",19,17,11,10,7,21,8,24,12,26,15,25,1,16,6
"ENSG00000056277.17",0,0,0,0,1,0,7,1,3,0,0,0,0,0,0
"ENSG00000056291.20",0,0,0,0,0,0,0,0,1,1,0,0,0,10,0
"ENSG00000056558.11",0,0,0,0,0,1,0,0,0,0,0,9,1,0,0
"ENSG00000056586.17",44,18,18,24,25,16,22,12,25,34,9,0,0,8,13
"ENSG00000056972.22",1,8,12,6,8,14,3,4,21,18,19,5,0,12,25
"ENSG00000056998.21",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"ENSG00000057019.17",18,16,8,2,24,17,7,12,19,6,22,4,1,5,8
"ENSG00000057149.16",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000057252.14",22,19,13,36,12,9,7,9,29,31,19,32,10,19,8
"ENSG00000057294.19",0,0,0,1,0,0,1,0,0,0,1,0,0,1,21
"ENSG00000057657.18",0,0,0,0,0,1,0,0,0,4,0,0,0,0,0
"ENSG00000057663.17",59,29,39,15,29,42,29,72,71,39,24,29,0,63,30
"ENSG00000057704.14",7,3,0,10,7,8,8,10,8,11,8,2,1,8,8
"ENSG00000057757.11",10,8,4,16,22,16,4,14,6,20,4,10,6,6,21
"ENSG00000057935.15",68,17,24,59,34,63,1,42,58,28,44,42,14,58,40
"ENSG00000058063.18",12,6,0,1,1,12,6,4,24,0,17,1,0,9,0
"ENSG00000058085.15",0,3,0,1,2,0,5,0,0,0,0,0,0,0,0
"ENSG00000058262.12",204,131,72,115,189,123,102,140,204,174,106,104,42,136,42
"ENSG00000058272.20",20,8,15,18,28,10,4,10,9,26,26,6,12,26,14
"ENSG00000058335.16",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000058404.22",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000058453.18",2,1,2,2,3,0,2,4,2,3,5,4,0,0,5
"ENSG00000058600.16",11,20,7,15,32,8,20,9,0,27,1,26,1,12,19
"ENSG00000058668.17",36,15,42,21,48,31,18,21,18,18,25,20,9,6,17
"ENSG00000058673.17",102,41,40,62,19,68,87,77,98,87,11,46,0,68,21
"ENSG00000058729.12",18,14,7,10,0,4,8,12,11,17,5,5,1,0,1
"ENSG00000058799.16",15,15,11,9,6,6,8,41,55,52,38,23,1,51,22
"ENSG00000058804.13",8,9,5,11,8,8,5,1,4,24,8,7,1,8,6
"ENSG00000058866.16",12,7,9,32,13,48,21,29,25,28,30,18,3,20,27
"ENSG00000059122.18",4,18,1,24,30,36,4,18,93,30,12,1,1,3,1
"ENSG00000059145.20",3,2,2,5,0,12,6,0,9,11,0,24,0,1,0
"ENSG00000059377.20",0,10,0,1,0,1,0,21,20,30,24,3,1,2,1
"ENSG00000059378.14",15,12,1,27,13,34,14,14,12,5,20,14,1,29,11
"ENSG00000059573.10",20,14,1,36,28,16,16,32,28,44,50,29,14,32,34
"ENSG00000059588.11",12,1,0,12,1,1,0,0,1,1,5,6,0,4,0
"ENSG00000059691.13",35,15,9,39,5,12,2,18,34,3,11,2,4,13,4
"ENSG00000059758.9",12,9,10,13,16,23,19,13,17,47,17,8,2,33,3
"ENSG00000059769.21",37,46,12,58,27,62,23,46,63,79,66,47,17,74,53
"ENSG00000059804.19",16,16,16,12,1,23,1,22,12,17,18,42,0,15,19
"ENSG00000060069.19",55,30,1,70,25,49,35,54,40,49,75,35,10,75,15
"ENSG00000060138.14",195,80,68,124,135,162,111,152,181,235,191,149,33,212,161
"ENSG00000060140.10",2,5,2,2,6,3,0,0,3,4,2,2,0,0,0
"ENSG00000060237.20",60,33,42,111,54,72,60,19,87,96,82,45,24,24,30
"ENSG00000060339.15",58,26,33,66,96,48,75,77,52,85,102,67,19,92,54
"ENSG00000060491.18",24,9,3,30,17,12,12,11,26,32,23,25,6,17,19
"ENSG00000060642.13",1,1,0,1,14,8,0,0,11,5,0,1,1,0,7
