Gene,log2FC_G1G3_vs_G2G4,pvalue_ttest,direction,candidate_set
ENSG00000196739.15,1.6022958012011252,0.028459684611387415,Up_in_G1G3,Up_in_low
ENSG00000140992.19,1.599569630080505,0.001187495683257585,Up_in_G1G3,Up_in_low
ENSG00000173588.17,1.5980911341432242,0.011017919169786826,Up_in_G1G3,Up_in_low
ENSG00000169087.12,1.5944638879554471,0.02071033962091461,Up_in_G1G3,Up_in_low
ENSG00000083290.21,1.5924168604745228,0.01404626342209103,Up_in_G1G3,Up_in_low
ENSG00000178537.11,1.583015236350065,0.0043719304592142695,Up_in_G1G3,Up_in_low
ENSG00000124209.5,1.5814782258859597,0.016337270095870157,Up_in_G1G3,Up_in_low
ENSG00000010322.17,1.5763483976629653,0.044575639608862336,Up_in_G1G3,Up_in_low
ENSG00000065526.13,1.5715129570442328,0.04411458631051893,Up_in_G1G3,Up_in_low
ENSG00000160917.16,1.5698248090428042,0.0017732477958830896,Up_in_G1G3,Up_in_low
ENSG00000125447.19,1.566420200953593,0.04531397315773255,Up_in_G1G3,Up_in_low
ENSG00000154305.19,1.5659213729096064,0.03658784572029107,Up_in_G1G3,Up_in_low
ENSG00000256546.4,1.5636460962628038,0.020427776273432195,Up_in_G1G3,Up_in_low
ENSG00000140471.18,1.5623768484289386,0.015179118004211524,Up_in_G1G3,Up_in_low
ENSG00000291073.1,1.556527922233994,0.017702368148470093,Up_in_G1G3,Up_in_low
ENSG00000175054.17,1.5488388518350222,0.040439785697786314,Up_in_G1G3,Up_in_low
ENSG00000141425.19,1.5426887688364916,0.01204044515541795,Up_in_G1G3,Up_in_low
ENSG00000108312.17,1.540476998015004,0.04694271850698363,Up_in_G1G3,Up_in_low
ENSG00000029725.18,1.5393199327620801,0.011888602255908131,Up_in_G1G3,Up_in_low
ENSG00000288198.2,1.5373727096339755,0.043664224271640475,Up_in_G1G3,Up_in_low
ENSG00000122490.20,1.537136214308506,0.03589378351437281,Up_in_G1G3,Up_in_low
ENSG00000198604.12,1.5357593973727839,0.03132255012407487,Up_in_G1G3,Up_in_low
ENSG00000099821.15,1.5311075820017763,0.03900721138950747,Up_in_G1G3,Up_in_low
ENSG00000157978.14,1.5281824398480437,0.011954152321674159,Up_in_G1G3,Up_in_low
ENSG00000199270.1,1.5193932655851483,0.013890832242695815,Up_in_G1G3,Up_in_low
ENSG00000276657.2,1.5180097658261538,0.00876204844284442,Up_in_G1G3,Up_in_low
ENSG00000136754.19,1.5155708510952748,0.03732557961962887,Up_in_G1G3,Up_in_low
ENSG00000116095.12,1.5137606727623507,0.03787600532564316,Up_in_G1G3,Up_in_low
ENSG00000015532.11,1.512630866828126,0.039305392551766086,Up_in_G1G3,Up_in_low
ENSG00000168060.16,1.5124877933157885,0.03541261259897899,Up_in_G1G3,Up_in_low
ENSG00000155975.11,1.4998567924136044,0.04681583021574173,Up_in_G1G3,Up_in_low
ENSG00000200488.1,1.4967288021904774,0.00725719321131225,Up_in_G1G3,Up_in_low
ENSG00000201355.1,1.4880313798349956,0.011740374261382719,Up_in_G1G3,Up_in_low
ENSG00000042286.16,1.4873148014130837,0.04282860831835803,Up_in_G1G3,Up_in_low
ENSG00000071859.16,1.4861776319093376,0.000588403272908981,Up_in_G1G3,Up_in_low
ENSG00000290487.1,1.4847799123852117,0.043762084774184674,Up_in_G1G3,Up_in_low
ENSG00000162236.14,1.4702800405124992,0.040327103566036915,Up_in_G1G3,Up_in_low
ENSG00000104687.15,1.4679063394346692,0.029141322554497737,Up_in_G1G3,Up_in_low
ENSG00000205903.8,1.4581920992744348,0.008692521379882348,Up_in_G1G3,Up_in_low
ENSG00000285166.1,1.4568187345321477,0.003443160516548676,Up_in_G1G3,Up_in_low
ENSG00000167996.17,1.453241603178873,0.011449547608595734,Up_in_G1G3,Up_in_low
ENSG00000198382.10,1.4466907108216807,0.03853932944801946,Up_in_G1G3,Up_in_low
ENSG00000204104.13,1.4449585491593153,0.021644843372100413,Up_in_G1G3,Up_in_low
ENSG00000189339.13,1.4425206926083234,0.036845357855416545,Up_in_G1G3,Up_in_low
ENSG00000201185.1,1.442508640132189,0.003804080815996889,Up_in_G1G3,Up_in_low
ENSG00000112992.19,1.4394094713056127,0.023317266412612326,Up_in_G1G3,Up_in_low
ENSG00000179029.16,1.4372121578947845,0.0033495311511395763,Up_in_G1G3,Up_in_low
ENSG00000092148.15,1.4344175730506865,0.048568551285155574,Up_in_G1G3,Up_in_low
ENSG00000285250.2,1.4216227903739616,0.04700739088599116,Up_in_G1G3,Up_in_low
ENSG00000128694.13,1.4198258844595768,0.02621207658813624,Up_in_G1G3,Up_in_low
ENSG00000064419.15,1.419152237684172,0.029791993305844578,Up_in_G1G3,Up_in_low
ENSG00000040933.16,1.4191116100572803,0.0325442756289524,Up_in_G1G3,Up_in_low
ENSG00000037474.16,1.4167137776336305,0.029532437490341356,Up_in_G1G3,Up_in_low
ENSG00000138346.17,1.4065033496231585,0.04305344466269017,Up_in_G1G3,Up_in_low
ENSG00000204560.10,1.4058164072979462,0.00718941624922035,Up_in_G1G3,Up_in_low
ENSG00000138593.10,1.4057541149642392,0.029034722421352147,Up_in_G1G3,Up_in_low
ENSG00000135324.6,1.3982814736392528,0.014546571452164966,Up_in_G1G3,Up_in_low
ENSG00000284868.2,1.3962462864292269,0.048539820548175475,Up_in_G1G3,Up_in_low
ENSG00000196646.13,1.393970662885528,0.026966022359097473,Up_in_G1G3,Up_in_low
ENSG00000248434.1,1.3905290666329468,0.02556250431113842,Up_in_G1G3,Up_in_low
ENSG00000181019.13,1.388500954727216,0.005607504246445397,Up_in_G1G3,Up_in_low
ENSG00000178691.13,1.382366633727828,0.02500739107319912,Up_in_G1G3,Up_in_low
ENSG00000121486.12,1.3822000337271514,0.004349042781853637,Up_in_G1G3,Up_in_low
ENSG00000146072.7,1.3818063197252521,0.006147959861132677,Up_in_G1G3,Up_in_low
ENSG00000199337.1,1.381709703240355,0.00857556052667277,Up_in_G1G3,Up_in_low
ENSG00000284853.1,1.3784721431310896,0.010790639175394192,Up_in_G1G3,Up_in_low
ENSG00000138449.11,1.3683877558467465,0.021512916923589136,Up_in_G1G3,Up_in_low
ENSG00000199910.1,1.3659375260595834,0.012245122479829545,Up_in_G1G3,Up_in_low
ENSG00000174136.14,1.3657791461010598,0.039805433679171165,Up_in_G1G3,Up_in_low
ENSG00000233049.6,1.355827851090358,0.006590278206931216,Up_in_G1G3,Up_in_low
ENSG00000137124.9,1.3463703782529242,0.044314705216637364,Up_in_G1G3,Up_in_low
ENSG00000285285.1,1.3429812791345468,0.01717286547361233,Up_in_G1G3,Up_in_low
ENSG00000149260.19,1.341464832318095,0.04245397808939609,Up_in_G1G3,Up_in_low
ENSG00000199396.1,1.3413232276897535,0.005084244122554605,Up_in_G1G3,Up_in_low
ENSG00000008283.17,1.3412995196687505,0.01590445424787958,Up_in_G1G3,Up_in_low
ENSG00000157911.12,1.3403877430360305,0.03767839174792149,Up_in_G1G3,Up_in_low
ENSG00000089902.11,1.3402035542577408,0.014343304508531201,Up_in_G1G3,Up_in_low
ENSG00000199352.1,1.3386565862618691,0.0067093633988496845,Up_in_G1G3,Up_in_low
ENSG00000200343.1,1.3377923190662022,0.013657771286876274,Up_in_G1G3,Up_in_low
ENSG00000291789.1,1.3374522344928197,0.01733487622384709,Up_in_G1G3,Up_in_low
ENSG00000277209.1,1.3374522344928197,0.01733487622384709,Up_in_G1G3,Up_in_low
ENSG00000174428.20,1.3371393342565403,0.010323772648558568,Up_in_G1G3,Up_in_low
ENSG00000284161.3,1.3348633550242766,0.048265113611225444,Up_in_G1G3,Up_in_low
ENSG00000102606.21,1.3337559970485344,0.028694731581359965,Up_in_G1G3,Up_in_low
ENSG00000280787.3,1.3324022281501187,0.03191625236640084,Up_in_G1G3,Up_in_low
ENSG00000106853.21,1.3227904179094845,0.03504927068780339,Up_in_G1G3,Up_in_low
ENSG00000151012.13,1.3226192164498538,0.014377333791275714,Up_in_G1G3,Up_in_low
ENSG00000201925.1,1.30842625242486,0.01606606900476224,Up_in_G1G3,Up_in_low
ENSG00000138722.11,1.3079542010575351,0.0008905522409827196,Up_in_G1G3,Up_in_low
ENSG00000199334.1,1.3076041554229048,0.015979464816478724,Up_in_G1G3,Up_in_low
ENSG00000103042.9,1.3065863899545733,0.02731607395275802,Up_in_G1G3,Up_in_low
ENSG00000186918.15,1.3012623780277734,0.03670785035986847,Up_in_G1G3,Up_in_low
ENSG00000201588.1,1.3008191010362906,0.013503286281495476,Up_in_G1G3,Up_in_low
ENSG00000259001.3,1.3006716699896042,0.026122395652208242,Up_in_G1G3,Up_in_low
ENSG00000291788.1,1.3006716699896042,0.026122395652208242,Up_in_G1G3,Up_in_low
ENSG00000200381.1,1.2987491288330104,0.014753497395898525,Up_in_G1G3,Up_in_low
ENSG00000166073.12,1.2893430678642939,0.024878150720031564,Up_in_G1G3,Up_in_low
ENSG00000126091.22,1.287009260077668,0.012919948976300815,Up_in_G1G3,Up_in_low
ENSG00000013375.18,1.2739092612161065,0.00878379323144305,Up_in_G1G3,Up_in_low
ENSG00000202257.1,1.2714164316100187,0.011552226827223589,Up_in_G1G3,Up_in_low
ENSG00000198839.11,1.270018308226521,0.019703986516046906,Up_in_G1G3,Up_in_low
ENSG00000067191.18,1.266693299475668,0.03636804939937831,Up_in_G1G3,Up_in_low
ENSG00000202526.1,1.2613295824604036,0.016041571016017196,Up_in_G1G3,Up_in_low
ENSG00000054965.12,1.2578267591508807,0.012656302457164674,Up_in_G1G3,Up_in_low
ENSG00000105520.12,1.2552376938614553,0.039573054905921376,Up_in_G1G3,Up_in_low
ENSG00000280759.2,1.254133148824464,0.045992625036435246,Up_in_G1G3,Up_in_low
ENSG00000175283.8,1.2531210130795483,0.0347328971765606,Up_in_G1G3,Up_in_low
ENSG00000155592.16,1.2506982145947814,0.0023573225310381377,Up_in_G1G3,Up_in_low
ENSG00000200624.1,1.2503153511662792,0.01385340276989607,Up_in_G1G3,Up_in_low
ENSG00000132819.17,1.2407660658357074,0.011964792531462348,Up_in_G1G3,Up_in_low
ENSG00000143443.10,1.239486874428881,0.03313792807291232,Up_in_G1G3,Up_in_low
ENSG00000202198.1,1.2394183902088882,0.015456750776310651,Up_in_G1G3,Up_in_low
ENSG00000200370.1,1.2387390380774816,0.015002792592082436,Up_in_G1G3,Up_in_low
ENSG00000135048.15,1.2385733639783447,0.04075234176050392,Up_in_G1G3,Up_in_low
ENSG00000198162.12,1.234988501137582,0.009303832451556913,Up_in_G1G3,Up_in_low
ENSG00000200312.1,1.232600170606458,0.015387353612134254,Up_in_G1G3,Up_in_low
ENSG00000231377.6,1.2224958697334565,0.0036963009435988167,Up_in_G1G3,Up_in_low
ENSG00000160991.18,1.2190495767260965,0.04114681878828563,Up_in_G1G3,Up_in_low
ENSG00000144677.16,1.2186049025517665,0.0039374028484481976,Up_in_G1G3,Up_in_low
ENSG00000215397.4,1.2169566822492064,0.0072520502108923916,Up_in_G1G3,Up_in_low
ENSG00000237984.4,1.2131218709042393,0.02016263595471966,Up_in_G1G3,Up_in_low
ENSG00000279168.3,1.2131218709042393,0.013197380313792704,Up_in_G1G3,Up_in_low
ENSG00000173334.4,1.2095680717664097,0.01712651489758117,Up_in_G1G3,Up_in_low
ENSG00000099282.11,1.2091398455636857,0.03660429599838568,Up_in_G1G3,Up_in_low
ENSG00000138286.16,1.208772215443373,0.016895141676401736,Up_in_G1G3,Up_in_low
ENSG00000169851.17,1.207601618190813,0.033471702670133,Up_in_G1G3,Up_in_low
ENSG00000173281.5,1.200804138787739,0.013363506130352368,Up_in_G1G3,Up_in_low
ENSG00000188352.14,1.1993396746904212,0.018694776727531184,Up_in_G1G3,Up_in_low
ENSG00000136636.14,1.1974935111575837,0.03710517592470844,Up_in_G1G3,Up_in_low
ENSG00000287474.2,1.1971267860233525,0.02952073189332069,Up_in_G1G3,Up_in_low
ENSG00000202337.1,1.1956942992268604,0.0026889873868455256,Up_in_G1G3,Up_in_low
ENSG00000233561.6,1.1942003857600598,0.04646241282466163,Up_in_G1G3,Up_in_low
ENSG00000253683.1,1.1917373465655672,0.022897604617893436,Up_in_G1G3,Up_in_low
ENSG00000283868.2,1.1904282433126818,0.024120307382393593,Up_in_G1G3,Up_in_low
ENSG00000174282.12,1.1904282433126818,0.024120307382393593,Up_in_G1G3,Up_in_low
ENSG00000166747.14,1.1893410259534023,0.04140443684290222,Up_in_G1G3,Up_in_low
ENSG00000201104.1,1.189111719631669,0.02421578159727416,Up_in_G1G3,Up_in_low
ENSG00000223481.9,1.1888468706981945,0.006219375079006648,Up_in_G1G3,Up_in_low
ENSG00000102359.9,1.1879582815315641,0.029061242687576403,Up_in_G1G3,Up_in_low
ENSG00000273314.1,1.1857714622985804,0.04542650268872306,Up_in_G1G3,Up_in_low
ENSG00000201793.1,1.1852949333206955,0.035626539276468285,Up_in_G1G3,Up_in_low
ENSG00000280651.2,1.1845835702685432,0.018790884105287484,Up_in_G1G3,Up_in_low
ENSG00000285343.2,1.1842419901510561,0.01659203627295247,Up_in_G1G3,Up_in_low
ENSG00000133687.16,1.1836288884088926,0.046394132280582714,Up_in_G1G3,Up_in_low
ENSG00000113569.18,1.183442334853371,0.044822679377037655,Up_in_G1G3,Up_in_low
ENSG00000145284.12,1.1817747102139757,0.0184809524857838,Up_in_G1G3,Up_in_low
ENSG00000164151.12,1.1790079110732947,0.03094027313055282,Up_in_G1G3,Up_in_low
ENSG00000188873.4,1.1760535846109426,0.03623956979098504,Up_in_G1G3,Up_in_low
ENSG00000179941.10,1.1755250933978252,0.029322453468213685,Up_in_G1G3,Up_in_low
ENSG00000138650.9,1.1754175074783477,0.005523053197250152,Up_in_G1G3,Up_in_low
ENSG00000285168.1,1.1749609406406905,0.019655257880841378,Up_in_G1G3,Up_in_low
ENSG00000225967.9,1.1652700850869313,0.007809077006912752,Up_in_G1G3,Up_in_low
ENSG00000188976.12,1.1643845420949197,0.028872970141559557,Up_in_G1G3,Up_in_low
ENSG00000004776.13,1.1638000628176752,0.02441550393774152,Up_in_G1G3,Up_in_low
ENSG00000206486.8,1.1625071017374902,0.01964321898364259,Up_in_G1G3,Up_in_low
ENSG00000185634.12,1.1578587011712376,0.02937388045008967,Up_in_G1G3,Up_in_low
ENSG00000125089.19,1.1510081779796573,0.004154700856460713,Up_in_G1G3,Up_in_low
ENSG00000197321.17,1.1491260039672504,0.02212753710955863,Up_in_G1G3,Up_in_low
ENSG00000198431.18,1.1487294945142794,0.016038421825377156,Up_in_G1G3,Up_in_low
ENSG00000114166.9,1.148281473639253,0.025749484623855855,Up_in_G1G3,Up_in_low
ENSG00000101670.13,1.1380051042900197,0.005468373220630835,Up_in_G1G3,Up_in_low
ENSG00000172493.24,1.1355734572572533,0.012039626138114979,Up_in_G1G3,Up_in_low
ENSG00000207357.1,1.135147053480665,0.02672703849304489,Up_in_G1G3,Up_in_low
ENSG00000277150.2,1.1302962332566608,0.04925709420559495,Up_in_G1G3,Up_in_low
ENSG00000288709.1,1.1302962332566608,0.04925709420559495,Up_in_G1G3,Up_in_low
