Gene,log2FC_G1G3_vs_G2G4,pvalue_ttest,direction,candidate_set
ENSG00000129534.15,1.1234799480086208,0.026312811702486963,Up_in_G1G3,Up_in_low
ENSG00000139668.10,1.121974098642269,0.035094357610816015,Up_in_G1G3,Up_in_low
ENSG00000111145.9,1.1199941848712816,0.01558319499937994,Up_in_G1G3,Up_in_low
ENSG00000233087.8,1.118009725017318,0.027794876363374917,Up_in_G1G3,Up_in_low
ENSG00000132613.16,1.1164247727028316,0.009385933145148859,Up_in_G1G3,Up_in_low
ENSG00000103152.12,1.1162550135299694,0.009647074169886133,Up_in_G1G3,Up_in_low
ENSG00000243655.2,1.1155358074774946,0.04400526128368008,Up_in_G1G3,Up_in_low
ENSG00000182872.17,1.1063411425938614,0.02154429739750985,Up_in_G1G3,Up_in_low
ENSG00000203965.14,1.1020350739523033,0.047707056048723356,Up_in_G1G3,Up_in_low
ENSG00000275165.4,1.101563359285536,0.011598365687465846,Up_in_G1G3,Up_in_low
ENSG00000207061.1,1.100288864753946,0.028509805056769193,Up_in_G1G3,Up_in_low
ENSG00000239128.1,1.0976500274652354,0.016997516662513222,Up_in_G1G3,Up_in_low
ENSG00000285077.4,1.0967895336529008,0.03645585319661202,Up_in_G1G3,Up_in_low
ENSG00000276458.4,1.0965148822585074,0.0486945475497984,Up_in_G1G3,Up_in_low
ENSG00000173020.12,1.096167664220613,0.041793871776858116,Up_in_G1G3,Up_in_low
ENSG00000272711.1,1.0919794556821034,0.022939567460630014,Up_in_G1G3,Up_in_low
ENSG00000272055.1,1.0903026800623359,0.008962625551620985,Up_in_G1G3,Up_in_low
ENSG00000239039.1,1.086744516982115,0.023491831968671523,Up_in_G1G3,Up_in_low
ENSG00000180574.4,1.0752741960585879,0.031238889307463553,Up_in_G1G3,Up_in_low
ENSG00000202521.1,1.0743467308434203,0.029493381817153955,Up_in_G1G3,Up_in_low
ENSG00000197872.12,1.0730510706370926,0.029585940317648038,Up_in_G1G3,Up_in_low
ENSG00000186480.14,1.0723766737364642,0.04728366353116491,Up_in_G1G3,Up_in_low
ENSG00000124875.10,1.0702647280470965,0.01625169638293563,Up_in_G1G3,Up_in_low
ENSG00000104442.11,1.0678418900171955,0.046697248554955044,Up_in_G1G3,Up_in_low
ENSG00000160633.14,1.0676033402529497,0.03306862798146437,Up_in_G1G3,Up_in_low
ENSG00000138660.13,1.0663526973747595,0.036761337403661054,Up_in_G1G3,Up_in_low
ENSG00000174231.18,1.0659255702779802,0.027731823628291387,Up_in_G1G3,Up_in_low
ENSG00000141424.13,1.0650191877476938,0.024245084481570898,Up_in_G1G3,Up_in_low
ENSG00000293101.1,1.0648714265463788,0.015454276335856665,Up_in_G1G3,Up_in_low
ENSG00000279278.1,1.0640462607388887,0.015593527107677429,Up_in_G1G3,Up_in_low
ENSG00000116285.14,1.0589957593535382,0.007419374386042249,Up_in_G1G3,Up_in_low
ENSG00000231321.9,1.058405268020323,0.032140077839160675,Up_in_G1G3,Up_in_low
ENSG00000207041.1,1.05837343714933,0.012113193861407925,Up_in_G1G3,Up_in_low
ENSG00000129968.18,1.0573260347283862,0.021055271632814006,Up_in_G1G3,Up_in_low
ENSG00000201654.1,1.0566847544429725,0.030807571120493708,Up_in_G1G3,Up_in_low
ENSG00000238645.1,1.0554482063781023,0.04547463535496403,Up_in_G1G3,Up_in_low
ENSG00000232098.3,1.0547437456209277,0.02946227226565992,Up_in_G1G3,Up_in_low
ENSG00000115414.22,1.0539159166401315,0.025417174156693173,Up_in_G1G3,Up_in_low
ENSG00000152409.9,1.0525779020046369,0.03276661840632086,Up_in_G1G3,Up_in_low
ENSG00000290839.1,1.0505455272136972,0.028355662876961448,Up_in_G1G3,Up_in_low
ENSG00000199562.1,1.049178838666484,0.04042316467400587,Up_in_G1G3,Up_in_low
ENSG00000207507.1,1.0454795703922446,0.007278608112394365,Up_in_G1G3,Up_in_low
ENSG00000164934.16,1.0452304157858794,0.04300502806793784,Up_in_G1G3,Up_in_low
ENSG00000144642.23,1.0438910247345972,0.04852084503995324,Up_in_G1G3,Up_in_low
ENSG00000223887.10,1.0435917432822208,0.025742185974777444,Up_in_G1G3,Up_in_low
ENSG00000178695.6,1.0409605514725788,0.0020530663511799095,Up_in_G1G3,Up_in_low
ENSG00000242299.1,1.040270085086931,0.023258158612818904,Up_in_G1G3,Up_in_low
ENSG00000205765.11,1.039284680005914,0.024142498498169778,Up_in_G1G3,Up_in_low
ENSG00000148300.12,1.0344131638526688,0.026654095863246435,Up_in_G1G3,Up_in_low
ENSG00000206625.1,1.0282499396132248,0.010611306072461862,Up_in_G1G3,Up_in_low
ENSG00000206491.12,1.0257387905654813,0.04259057450249569,Up_in_G1G3,Up_in_low
ENSG00000196449.5,1.0232740811641206,0.0365137898239151,Up_in_G1G3,Up_in_low
ENSG00000196968.11,1.0229400216315456,0.02699704003242278,Up_in_G1G3,Up_in_low
ENSG00000280706.3,1.021918472245477,0.02845429551424835,Up_in_G1G3,Up_in_low
ENSG00000283907.2,1.0212117346057357,0.026315543333760863,Up_in_G1G3,Up_in_low
ENSG00000103319.12,1.0207836986468792,0.04275951640413456,Up_in_G1G3,Up_in_low
ENSG00000182858.15,1.020447585895225,0.04577674787093376,Up_in_G1G3,Up_in_low
ENSG00000168298.7,1.0200364847189078,0.009227912386056357,Up_in_G1G3,Up_in_low
ENSG00000232326.9,1.0178571428571428,0.024030294930519946,Up_in_G1G3,Up_in_low
ENSG00000230734.1,1.0178279082030037,0.021919847693964534,Up_in_G1G3,Up_in_low
ENSG00000274452.1,1.0172999412494566,0.03358361764229005,Up_in_G1G3,Up_in_low
ENSG00000047249.19,1.0170868601469392,0.04691514799730936,Up_in_G1G3,Up_in_low
ENSG00000127463.17,1.0168810466366038,0.04077004505391061,Up_in_G1G3,Up_in_low
ENSG00000114480.14,1.0154086620300502,0.02111646983626944,Up_in_G1G3,Up_in_low
ENSG00000275126.2,1.014291383571466,0.04848524001474743,Up_in_G1G3,Up_in_low
ENSG00000128645.16,1.0140919935307713,0.009789190789856596,Up_in_G1G3,Up_in_low
ENSG00000088812.19,1.013571813378454,0.022229149820870094,Up_in_G1G3,Up_in_low
ENSG00000227794.5,1.0111508860882001,0.02570868293384525,Up_in_G1G3,Up_in_low
ENSG00000291385.1,1.010783147342295,0.008091045292294775,Up_in_G1G3,Up_in_low
ENSG00000173638.19,1.009707723929267,0.030951869355066747,Up_in_G1G3,Up_in_low
ENSG00000274442.2,1.00919733265233,0.03071347862716374,Up_in_G1G3,Up_in_low
ENSG00000290121.1,1.0088917748887247,0.0339686722278454,Up_in_G1G3,Up_in_low
ENSG00000124422.13,1.0067475310376106,0.02250329844702426,Up_in_G1G3,Up_in_low
ENSG00000262634.5,1.0034383118707322,0.03174297384284333,Up_in_G1G3,Up_in_low
ENSG00000238114.7,-1.021240625180289,0.022345909188608022,Up_in_G2G4,Up_in_high
ENSG00000204315.4,-1.0333490520573008,0.013101678422200868,Up_in_G2G4,Up_in_high
ENSG00000223666.2,-1.0333490520573008,0.013101678422200868,Up_in_G2G4,Up_in_high
ENSG00000230907.2,-1.0333490520573008,0.013101678422200868,Up_in_G2G4,Up_in_high
ENSG00000119431.10,-1.046125946852275,0.037187470705981905,Up_in_G2G4,Up_in_high
ENSG00000231887.9,-1.0482008931146989,0.03271801392142263,Up_in_G2G4,Up_in_high
ENSG00000273983.2,-1.0599750532044194,0.04213201444810322,Up_in_G2G4,Up_in_high
ENSG00000232063.2,-1.0833616569134505,0.032560769246607064,Up_in_G2G4,Up_in_high
ENSG00000215183.5,-1.0854512873398996,0.026691286446682755,Up_in_G2G4,Up_in_high
ENSG00000163293.13,-1.113361324451065,0.012120984484552545,Up_in_G2G4,Up_in_high
ENSG00000273344.2,-1.1167448067742112,0.0020379159308227834,Up_in_G2G4,Up_in_high
ENSG00000130589.16,-1.1578066225884551,0.03309411328365288,Up_in_G2G4,Up_in_high
ENSG00000137343.18,-1.174344136938187,0.01738100247568465,Up_in_G2G4,Up_in_high
ENSG00000139178.12,-1.1859358738408534,0.01976142595577115,Up_in_G2G4,Up_in_high
ENSG00000185130.6,-1.19866378535078,0.006714058797304506,Up_in_G2G4,Up_in_high
ENSG00000201558.1,-1.2205041815939222,0.004755999825931452,Up_in_G2G4,Up_in_high
ENSG00000101812.15,-1.2471599904374897,0.014893201132461047,Up_in_G2G4,Up_in_high
ENSG00000288124.1,-1.258591345655967,0.016200657901250033,Up_in_G2G4,Up_in_high
ENSG00000182264.9,-1.2641286757779886,0.00694271863301164,Up_in_G2G4,Up_in_high
ENSG00000272795.2,-1.2653215923854744,0.010887346881751941,Up_in_G2G4,Up_in_high
ENSG00000135480.18,-1.2834078017173618,0.0035483013834722754,Up_in_G2G4,Up_in_high
ENSG00000267698.3,-1.320535089334479,0.026274857279043464,Up_in_G2G4,Up_in_high
ENSG00000292397.1,-1.346387614533117,0.019909119531395503,Up_in_G2G4,Up_in_high
ENSG00000165071.16,-1.3587955899479256,0.025650771886921695,Up_in_G2G4,Up_in_high
ENSG00000038002.10,-1.3745933615231822,0.01702845667588191,Up_in_G2G4,Up_in_high
ENSG00000121895.10,-1.3886298512239013,0.010044495521279864,Up_in_G2G4,Up_in_high
ENSG00000256001.3,-1.3917088744562058,0.02289840959248838,Up_in_G2G4,Up_in_high
ENSG00000224046.4,-1.413544246121898,0.014997723184787143,Up_in_G2G4,Up_in_high
ENSG00000160961.13,-1.4304488347664779,0.020762753374389903,Up_in_G2G4,Up_in_high
ENSG00000228065.13,-1.4443918455109903,0.01053039710358777,Up_in_G2G4,Up_in_high
ENSG00000138080.15,-1.4556579803865677,0.0403777290187929,Up_in_G2G4,Up_in_high
ENSG00000197124.12,-1.4637165563700119,0.049278953367094966,Up_in_G2G4,Up_in_high
ENSG00000293510.2,-1.5100759910664416,0.02012232944888661,Up_in_G2G4,Up_in_high
ENSG00000244694.8,-1.525098148938523,0.028642857881764728,Up_in_G2G4,Up_in_high
ENSG00000233532.7,-1.544608024600734,0.04765226837373314,Up_in_G2G4,Up_in_high
ENSG00000168769.15,-1.545108313458709,0.008545908058892174,Up_in_G2G4,Up_in_high
ENSG00000125746.19,-1.5461299098582593,0.034322149831481956,Up_in_G2G4,Up_in_high
ENSG00000132622.11,-1.596979718778477,0.027670839030693287,Up_in_G2G4,Up_in_high
ENSG00000170100.15,-1.6040139445804815,0.03790335710373365,Up_in_G2G4,Up_in_high
ENSG00000161653.12,-1.6707902767807272,0.017127420578987064,Up_in_G2G4,Up_in_high
ENSG00000129667.14,-1.678030091615394,0.04706978337389384,Up_in_G2G4,Up_in_high
ENSG00000115556.15,-1.6999163273117972,0.032906865837635246,Up_in_G2G4,Up_in_high
ENSG00000085840.14,-1.7053584318487707,0.012204227027180489,Up_in_G2G4,Up_in_high
ENSG00000155545.21,-1.7157811240362248,0.023897803667470647,Up_in_G2G4,Up_in_high
ENSG00000198824.9,-1.7634594733895876,0.016215810371424007,Up_in_G2G4,Up_in_high
ENSG00000178053.21,-1.8346982022884328,0.04508047053312598,Up_in_G2G4,Up_in_high
ENSG00000048740.20,-1.877557578231358,0.03820035540827178,Up_in_G2G4,Up_in_high
ENSG00000183250.14,-1.895821184521284,0.007337529705840609,Up_in_G2G4,Up_in_high
ENSG00000089127.15,-1.9761204464850983,0.03706092113439115,Up_in_G2G4,Up_in_high
ENSG00000185917.15,-2.039522692561484,0.011383936184026524,Up_in_G2G4,Up_in_high
ENSG00000163002.14,-2.099537723036514,0.005181111186819997,Up_in_G2G4,Up_in_high
ENSG00000182993.6,-2.1569690046988077,0.0018947735441686119,Up_in_G2G4,Up_in_high
ENSG00000110697.13,-2.210666892195001,0.008174204337984579,Up_in_G2G4,Up_in_high
ENSG00000166321.15,-2.368326796801979,0.026175966244084675,Up_in_G2G4,Up_in_high
ENSG00000128191.18,-2.3943046655540003,0.003353938407200345,Up_in_G2G4,Up_in_high
ENSG00000132932.19,-2.8182921011020823,0.004527373818856848,Up_in_G2G4,Up_in_high
